ENTREZGENE	M172_1_CDS	M172_2_CDS	M172_3_CDS	Mgfp_1_CDS	Mgfp_2_CDS	Mgfp_3_CDS	ENSG
"DUR1,2"	199	528	420	168	222	327	YBR208C
SNF6	370	786	819	735	760	894	YHL025W
ACB1	932	1947	1784	1542	1273	1599	YGR037C
DDI1	650	1263	1236	887	933	1220	YER143W
VNX1	524	1037	990	659	738	1028	YNL321W
ERV29	502	1071	947	647	678	745	YGR284C
RPS14A	4272	8654	8150	6935	6038	8485	YCR031C
ARP10	6	27	19	17	19	22	YDR106W
MMM1	181	380	376	331	358	405	YLL006W
HES1	15	38	36	18	20	26	YOR237W
DFG10	35	78	83	58	65	61	YIL049W
SIP18	392	573	634	342	434	725	YMR175W
RKM3	125	267	233	208	179	223	YBR030W
SEC39	239	475	461	307	286	364	YLR440C
AI4	0	0	0	0	0	0	Q0065
PDC1	17384	34772	33413	20881	23504	31864	YLR044C
ECM2	66	149	171	118	99	147	YBR065C
ICT1	196	469	405	183	266	413	YLR099C
SMP3	184	389	387	287	285	335	YOR149C
MBF1	2453	4738	4106	4415	4422	5246	YOR298C-A
CSI2	67	121	126	91	83	114	YOL007C
TIF35	744	1521	1487	1281	1161	1459	YDR429C
SPT5	445	985	998	545	666	880	YML010W
RPS24B	2092	4235	4122	3454	2997	4146	YER074W
RPN3	1558	3148	2882	2341	2263	2963	YER021W
ERG12	272	582	554	383	378	492	YMR208W
AFG1	880	1914	1656	1392	1231	1720	YEL052W
ATP12	136	373	280	257	285	300	YJL180C
YNL200C	1033	2032	1661	2680	2650	3033	YNL200C
SAK1	380	839	844	613	597	696	YER129W
NUP133	155	332	402	257	251	305	YKR082W
STI1	2285	4938	4326	3569	3927	4223	YOR027W
PSR2	361	898	775	724	832	1012	YLR019W
RPS9A	267	580	573	388	427	454	YPL081W
WSC4	79	144	153	112	121	152	YHL028W
MRP10	243	408	403	291	272	335	YDL045W-A
CLB4	21	70	81	57	60	77	YLR210W
RTN2	2562	5482	4785	6739	6515	9283	YDL204W
SPO14	414	900	880	661	597	753	YKR031C
YML081W	212	388	372	272	277	292	YML081W
SVP26	125	285	251	228	228	259	YHR181W
SHC1	40	88	93	39	45	54	YER096W
ECM16	130	287	313	135	155	234	YMR128W
VPS53	259	537	538	360	395	487	YJL029C
CEG1	338	703	660	456	455	521	YGL130W
AIM36	238	444	398	351	332	349	YMR157C
VMA9	20	52	33	38	38	31	YCL005W-A
CWH43	748	1672	1449	1048	1016	1281	YCR017C
RPS8A	1727	3673	3700	2924	2618	3826	YBL072C
COX4	1184	2502	2245	3180	3075	3668	YGL187C
EAF6	138	282	299	207	189	281	YJR082C
CSM3	62	119	110	88	92	96	YMR048W
RPS28A	1372	2722	2735	2288	2005	2847	YOR167C
YTH1	212	420	403	342	351	377	YPR107C
CCE1	111	246	234	230	220	258	YKL011C
AIM2	253	567	493	537	523	572	YAL049C
ROD1	181	407	457	353	351	421	YOR018W
MCM6	79	162	161	175	168	198	YGL201C
YPR084W	223	417	410	312	339	412	YPR084W
GRS1	1312	2982	2818	2545	2251	2659	YBR121C
LDB17	151	351	290	363	392	455	YDL146W
ARG7	2088	4574	4380	2834	2718	3754	YMR062C
ERG5	298	576	554	147	203	296	YMR015C
YHL015W-A	12	18	29	19	15	25	YHL015W-A
MRPL35	359	719	691	576	621	655	YDR322W
YGL262W	6	14	9	1	0	0	YGL262W
FLO9	214	382	404	270	259	297	YAL063C
SWM1	108	234	270	149	158	198	YDR260C
RTC2	559	1013	994	777	776	1199	YBR147W
YDJ1	1003	2302	2060	1358	1482	1510	YNL064C
HHT2	4537	9444	9371	13660	12295	12905	YNL031C
OM45	5391	10803	10273	13298	12668	17116	YIL136W
MMR1	192	429	370	305	353	477	YLR190W
AHC1	788	1512	1561	733	896	1308	YOR023C
NUP1	242	548	533	457	465	566	YOR098C
RPL2B	3204	6940	6884	5515	4969	7350	YIL018W
DCC1	141	269	284	174	173	223	YCL016C
MSC7	342	819	712	532	496	697	YHR039C
CHK1	215	528	453	290	270	369	YBR274W
YML119W	147	293	290	185	186	264	YML119W
MNL1	96	222	190	109	147	198	YHR204W
RPS23B	1586	3291	2875	3705	3179	4038	YGR118W
YHR214C-D	0	0	0	0	0	0	YAR069C
MNT4	287	539	512	310	310	362	YNR059W
SCC2	27	46	63	49	36	53	YDR180W
RPL18B	3511	7312	7040	6033	5338	8209	YOL120C
CST6	956	1979	1836	1538	1526	1935	YIL036W
GAL11	748	1838	1779	800	1035	1468	YOL051W
YFR057W	0	0	0	0	0	0	YFR057W
TOM6	407	848	777	639	587	741	YOR045W
YDR476C	465	1034	946	528	623	749	YDR476C
HUA1	359	752	788	611	701	829	YGR268C
RTC6	277	509	408	401	377	457	YPL183W-A
AIM20	74	167	169	85	100	169	YIL158W
RSM26	272	557	516	470	472	521	YJR101W
PCC1	146	295	234	162	169	256	YKR095W-A
SPO77	8	10	9	14	11	20	YLR341W
PEF1	115	284	266	177	187	237	YGR058W
YBR053C	861	1946	1592	1842	1688	1896	YBR053C
ARF1	1105	2282	1985	2129	1950	2301	YDL192W
RPL15A	4433	9456	8654	8276	7265	9433	YLR029C
UBC4	1250	2816	2351	2305	2362	2561	YBR082C
YER160C	22	37	40	15	14	24	YER160C
GRE3	968	2293	1931	2562	2525	2722	YHR104W
MCD1	29	77	69	83	84	72	YDL003W
SEM1	448	901	792	699	668	795	YDR363W-A
MDH3	1673	3629	3145	2986	2842	3454	YDL078C
HNT3	119	227	182	142	123	178	YOR258W
PPM1	397	809	801	711	679	936	YDR435C
FMC1	257	499	468	423	407	489	YIL098C
ISA1	824	1679	1801	699	708	987	YLL027W
LDB19	503	1071	994	637	662	885	YOR322C
SHU1	46	87	92	53	65	81	YHL006C
YPP1	287	494	518	432	389	490	YGR198W
RFA1	201	389	439	309	317	414	YAR007C
TEM1	89	200	153	201	208	210	YML064C
PUN1	1041	2183	2339	1388	1452	1695	YLR414C
CSF1	189	433	371	283	271	353	YLR087C
AAC3	4	4	7	10	8	8	YBR085W
MIH1	243	504	581	303	298	387	YMR036C
ISF1	4777	9540	9462	5899	6312	10066	YMR081C
CRM1	775	1821	1627	1337	1321	1707	YGR218W
YER190C-B	0	0	0	0	0	0	YPL283W-B
FOL2	1376	3010	2757	2310	2236	2728	YGR267C
HNT1	1414	2718	2432	2476	2385	2887	YDL125C
ICL2	298	641	617	286	255	316	YPR006C
YMR114C	612	1196	1127	847	827	1090	YMR114C
STT3	560	1203	1141	1067	1157	1308	YGL022W
INO1	2321	5773	4784	11426	10523	14252	YJL153C
SCJ1	142	316	284	220	208	223	YMR214W
YHM2	369	902	827	292	295	356	YMR241W
RPL37B	1500	2943	2769	2037	1888	2688	YDR500C
SPT4	6	28	16	23	16	11	YGR063C
ATP20	521	1045	950	1064	983	1265	YPR020W
YEL077C	36	64	58	40	60	90	YEL077C
SDA1	166	366	362	199	185	326	YGR245C
SRP68	472	1034	999	820	755	908	YPL243W
ITR1	4894	11593	9766	14816	14759	15080	YDR497C
RTK1	761	1639	1622	1033	1167	1445	YDL025C
SMD3	111	217	209	157	138	186	YLR147C
AAD6	48	122	121	61	84	99	YFL056C
YMC2	156	298	337	155	144	218	YBR104W
MAP2	1101	2342	2131	1929	1881	2234	YBL091C
CAM1	1494	3425	2909	1848	2521	3083	YPL048W
SPN1	597	1229	1204	819	895	1043	YPR133C
ARG2	218	496	466	270	238	322	YJL071W
NMA111	161	336	348	175	174	177	YNL123W
VPS74	376	865	764	722	637	799	YDR372C
RPT1	1287	2740	2475	1995	1939	2355	YKL145W
YOR111W	136	284	295	270	271	339	YOR111W
YHP1	39	81	71	57	60	66	YDR451C
PTK1	174	344	354	141	169	235	YKL198C
COG6	349	703	690	369	377	487	YNL041C
SPS2	18	43	33	23	21	22	YDR522C
LSB6	318	603	700	390	454	622	YJL100W
IXR1	775	1746	1752	1319	1696	1983	YKL032C
CUP1-1	0	0	0	0	0	0	YHR055C
YHR080C	426	896	819	859	894	1037	YHR080C
PIR3	2057	4031	4336	3122	3794	4734	YKL163W
HST2	552	1266	1145	1028	1234	1396	YPL015C
YOL019W-A	0	3	1	0	0	1	YOL019W-A
MSS2	166	350	303	305	295	306	YDL107W
YNR029C	132	263	271	215	209	229	YNR029C
WSC3	161	400	366	377	389	413	YOL105C
SRB6	161	387	346	281	292	326	YBR253W
COX5B	877	1770	1486	1964	1802	1913	YIL111W
YDR210C-C	0	0	0	0	0	0	YDR210C-C
YDR210C-D	44	98	104	48	38	48	YDR210C-D
ALY2	339	678	608	611	537	626	YJL084C
RTT107	58	125	151	72	78	101	YHR154W
ISU1	727	1430	1626	616	604	898	YPL135W
UBP15	511	1124	1029	956	965	1134	YMR304W
BUD9	153	337	318	289	329	263	YGR041W
YPL168W	174	407	343	316	344	371	YPL168W
YIL177C	0	0	0	0	0	1	YIL177C
PEX18	136	242	250	137	147	262	YHR160C
YHR213W-A	0	0	0	0	0	0	YHR213W-A
YHR213W-B	14	52	52	50	35	56	YHR213W-B
PIG1	72	170	162	103	96	137	YLR273C
AAP1	257	551	473	392	381	484	YHR047C
NBP35	325	638	573	423	391	494	YGL091C
ATG22	329	693	663	458	410	509	YCL038C
TOA2	349	749	595	662	529	636	YKL058W
MDH1	2912	6565	5346	7972	7810	8323	YKL085W
MVD1	338	796	678	438	489	500	YNR043W
HAL9	197	432	400	256	243	312	YOL089C
SEE1	144	293	280	169	190	235	YIL064W
YPR158C-D	129	286	273	187	173	181	YPR158C-D
JEN1	4295	8417	9058	7735	5360	8113	YKL217W
RPL40B	1414	2914	2636	2428	2146	3119	YKR094C
YPR158C-C	0	0	0	0	0	0	YPR158C-C
SNU71	281	638	599	491	467	551	YGR013W
NUP188	291	698	545	493	438	517	YML103C
UBC12	66	127	142	121	133	142	YLR306W
YPL038W-A	1	5	4	0	2	1	YPL038W-A
FRA2	293	617	559	384	388	473	YGL220W
MEK1	25	46	55	24	15	28	YOR351C
IWR1	489	1006	918	681	726	844	YDL115C
RIM101	805	1498	1629	1118	1264	1529	YHL027W
YGR035C	114	262	261	82	66	111	YGR035C
FDC1	445	966	918	547	566	761	YDR539W
MMT1	34	120	98	87	80	100	YMR177W
YCL048W-A	48	91	112	120	92	195	YCL048W-A
BIO2	587	1334	1291	3231	2998	3398	YGR286C
PHO87	404	889	864	583	573	739	YCR037C
IRC3	186	429	427	325	284	402	YDR332W
ABP140	778	1670	1611	1160	1200	1526	YOR239W
MDM32	549	1067	1152	918	814	1222	YOR147W
COX1	0	0	0	0	0	0	Q0045
YLR046C	73	176	159	140	112	129	YLR046C
TIP1	1623	4123	2943	3984	3989	2871	YBR067C
TVP15	447	907	793	807	770	888	YDR100W
ORC3	51	119	104	84	86	71	YLL004W
TPA1	163	328	277	168	197	216	YER049W
RPL12A	275	618	550	460	434	555	YEL054C
ERV25	874	1725	1650	1960	1726	1945	YML012W
RPL34A	1312	2781	2466	2009	1778	2556	YER056C-A
AQY1	91	215	216	106	121	333	YPR192W
RFC1	159	367	338	234	287	376	YOR217W
POL12	42	69	74	38	38	74	YBL035C
RTT106	215	469	423	280	280	332	YNL206C
FRS1	544	1288	1189	1029	1054	1215	YLR060W
YER076C	74	180	151	129	154	191	YER076C
REB1	240	557	521	477	459	544	YBR049C
MTD1	792	1637	1515	1368	1674	908	YKR080W
YPR148C	1263	2511	2311	1727	1831	2158	YPR148C
AZR1	91	213	187	129	193	206	YGR224W
PAA1	733	1552	1335	1308	1125	1514	YDR071C
YPL066W	642	1588	1354	1079	1186	1388	YPL066W
YPL107W	240	533	490	286	333	366	YPL107W
TRR1	1320	2687	2566	2679	2664	3102	YDR353W
PRE3	1071	2024	1942	1586	1615	1793	YJL001W
GND1	593	1382	1131	1272	1233	1429	YHR183W
YDL085C-A	96	156	122	107	86	109	YDL085C-A
YCR099C	46	105	96	69	66	66	YCR099C
AIM33	69	175	185	108	130	137	YML087C
YDL206W	316	709	698	521	578	690	YDL206W
PUP3	1039	2342	2089	1742	1672	1945	YER094C
YLR173W	352	750	643	584	558	675	YLR173W
SPC34	92	203	198	132	145	197	YKR037C
TUB4	52	100	121	68	77	114	YLR212C
AST2	281	646	526	361	382	485	YER101C
YMR155W	269	598	536	427	463	590	YMR155W
MAK32	136	273	238	197	183	302	YCR019W
YJL027C	2	3	4	4	2	2	YJL027C
NAS2	313	584	602	351	388	496	YIL007C
AAR2	24	50	54	29	29	45	YBL074C
TIF11	796	1683	1557	1242	1109	1399	YMR260C
PNS1	345	814	771	772	777	1121	YOR161C
CPR3	730	1439	1324	1158	1115	1286	YML078W
THI12	25	56	48	12	13	33	YNL332W
YAP5	134	253	250	164	161	216	YIR018W
YTA6	340	808	804	546	585	734	YPL074W
BNA1	1362	2608	2342	2352	2248	2789	YJR025C
YNL320W	103	222	198	180	166	212	YNL320W
DCW1	731	1496	1379	992	952	1240	YKL046C
ADH5	3585	7660	6994	4734	4901	6269	YBR145W
FCF1	217	426	412	316	301	373	YDR339C
RPB2	800	1657	1585	1311	1303	1491	YOR151C
CBP4	739	1497	1382	1367	1318	1575	YGR174C
SPT16	789	1573	1427	1174	1109	1240	YGL207W
FMP27	398	807	691	727	706	822	YLR454W
YER188C-A	11	6	5	4	2	13	YER188C-A
SPE1	552	1054	954	750	733	791	YKL184W
SUA7	535	1092	1124	754	690	917	YPR086W
ENT3	800	1696	1528	1381	1382	1654	YJR125C
SAM37	179	356	334	243	240	246	YMR060C
YJR003C	72	154	159	96	108	104	YJR003C
YDL144C	292	492	517	484	433	551	YDL144C
BNA2	121	230	253	112	124	200	YJR078W
YNL033W	12	29	28	15	19	27	YNL033W
GCD10	177	356	371	207	213	231	YNL062C
YMR295C	472	948	899	789	808	849	YMR295C
HOS3	224	491	479	445	420	533	YPL116W
FAR10	151	345	337	309	285	364	YLR238W
TEF1	6508	14476	13472	13423	12120	15810	YBR118W
GNA1	132	254	210	222	226	228	YFL017C
YDR262W	1279	2569	2482	1346	1318	1798	YDR262W
FLX1	47	85	59	66	58	52	YIL134W
YJL163C	470	985	914	593	559	894	YJL163C
TVP23	270	515	547	518	538	587	YDR084C
CKA2	419	878	876	811	799	927	YOR061W
GCD2	259	539	556	320	300	412	YGR083C
HED1	7	1	6	3	4	7	YDR014W-A
CDC1	451	960	876	762	740	920	YDR182W
RFC3	100	317	223	219	207	276	YNL290W
YBL010C	37	58	53	57	71	75	YBL010C
YAL064C-A	23	36	40	25	31	32	YAL064C-A
RUB1	187	406	349	309	294	362	YDR139C
PPS1	316	601	581	479	451	509	YBR276C
CCR4	419	1016	941	853	944	1164	YAL021C
MDH2	2409	5153	4992	3246	3030	4742	YOL126C
COT1	661	1565	1458	802	823	1144	YOR316C
MAL31	1144	2721	2414	2040	2147	2498	YBR298C
TFC1	217	402	424	293	304	439	YBR123C
TAF5	302	656	551	390	427	551	YBR198C
WHI2	500	1002	934	993	987	1039	YOR043W
UGO1	300	634	537	422	446	583	YDR470C
CAP2	628	1491	1271	1445	1430	1578	YIL034C
CBR1	849	1817	1583	1307	1287	1451	YIL043C
ARG80	209	422	470	206	226	279	YMR042W
KAP95	306	731	699	516	555	642	YLR347C
YJR107W	195	389	342	284	258	300	YJR107W
IGO1	671	1325	1195	1083	990	1183	YNL157W
OGG1	11	40	30	13	20	24	YML060W
PYC2	1801	4091	3578	3030	3261	4044	YBR218C
FRE4	80	149	153	84	105	133	YNR060W
NDI1	2107	4463	4541	4554	4908	6783	YML120C
TRR2	555	1022	994	772	712	944	YHR106W
IBD2	98	178	199	60	67	87	YNL164C
YDL156W	16	37	31	24	39	40	YDL156W
DFG5	578	1175	1216	710	778	965	YMR238W
YER137C	18	27	35	19	10	18	YER137C
VPS54	358	694	632	535	535	664	YDR027C
KEL3	129	269	247	166	133	208	YPL263C
RMD1	154	303	301	201	206	281	YDL001W
HRD1	474	893	856	675	655	862	YOL013C
SAR1	948	1825	1678	1543	1502	1722	YPL218W
PMU1	129	276	266	255	247	302	YKL128C
MRP4	268	661	560	471	455	533	YHL004W
MRS6	619	1443	1314	1073	1012	1312	YOR370C
GPI19	26	76	76	54	56	71	YDR437W
YDL027C	481	902	929	840	857	1023	YDL027C
PIC2	2119	5263	3732	6654	6530	5800	YER053C
ARL3	57	145	145	97	125	97	YPL051W
TIM22	204	445	451	251	233	302	YDL217C
GAL2	45033	99837	85217	65691	77453	87020	YLR081W
SMA2	41	78	86	91	95	112	YML066C
YPT52	895	1903	1734	1477	1465	1803	YKR014C
PMA1	3953	9167	8562	9099	8996	13574	YGL008C
BER1	203	460	432	352	331	405	YLR412W
NOP16	384	754	829	484	454	676	YER002W
PCL2	49	128	116	123	125	187	YDL127W
HAA1	579	1230	1184	1151	1233	1523	YPR008W
GET1	231	556	437	550	516	511	YGL020C
ADH3	3243	6613	6258	2948	2758	3603	YMR083W
MED11	101	197	225	134	134	161	YMR112C
YOR186W	11	18	29	25	21	46	YOR186W
SKY1	389	751	673	751	771	794	YMR216C
NEM1	427	928	889	828	812	1048	YHR004C
SAM2	682	1524	1454	1489	1640	2125	YDR502C
VHT1	337	840	837	3022	3265	2795	YGR065C
CPD1	316	531	483	444	422	463	YGR247W
ATH1	610	1422	1345	784	865	1198	YPR026W
WBP1	651	1350	1192	1073	1072	1285	YEL002C
YEL075C	0	0	1	0	0	1	YEL075C
YPL245W	33	56	58	59	55	87	YPL245W
VPS3	193	432	389	281	319	372	YDR495C
CWH41	342	744	701	453	414	527	YGL027C
AIM46	738	1450	1435	815	876	1093	YHR199C
RAM1	87	206	182	136	153	175	YDL090C
YFL054C	962	1952	1909	976	813	1646	YFL054C
PBS2	339	759	638	583	598	688	YJL128C
BRN1	12	22	29	24	16	33	YBL097W
TOM1	561	1144	1052	936	965	1122	YDR457W
JEM1	80	145	146	97	106	121	YJL073W
YDR370C	93	166	186	118	108	172	YDR370C
TOM70	740	1667	1477	1411	1305	1628	YNL121C
CTF4	145	275	264	217	207	331	YPR135W
QCR8	1849	3524	3354	3833	3542	4464	YJL166W
RCK2	1429	2942	2744	2541	2567	3026	YLR248W
MEF2	168	303	305	411	405	546	YJL102W
YNL181W	190	418	401	338	337	382	YNL181W
PRS4	209	467	488	263	228	372	YBL068W
CWC15	235	428	417	229	274	373	YDR163W
NSE4	32	73	73	54	61	53	YDL105W
IPP1	2320	5106	4699	4446	4259	5337	YBR011C
KSP1	562	1262	1145	916	968	1181	YHR082C
FAR7	149	254	258	216	210	296	YFR008W
IRC15	191	398	373	172	164	270	YPL017C
NUT2	48	104	107	45	76	98	YPR168W
UBX6	1461	3285	2881	2969	2915	4037	YJL048C
PIS1	854	1700	1485	1638	1516	1706	YPR113W
KDX1	132	244	269	191	237	203	YKL161C
MRPS5	312	656	575	550	573	643	YBR251W
SDP1	78	159	135	122	113	137	YIL113W
YMR099C	814	1622	1477	1278	1143	1362	YMR099C
YOL107W	90	240	192	206	197	234	YOL107W
PRE9	1044	2086	1838	1753	1684	1901	YGR135W
MDM34	477	899	837	610	690	878	YGL219C
OAF1	320	718	656	409	467	615	YAL051W
PWP2	139	266	306	196	191	253	YCR057C
RPC34	40	97	104	60	50	72	YNR003C
MKK2	237	483	476	310	333	477	YPL140C
YKL070W	90	221	148	122	107	142	YKL070W
SPO12	88	224	207	226	244	321	YHR152W
KTR5	37	102	71	59	73	72	YNL029C
CDC23	166	359	366	239	269	262	YHR166C
MET18	157	296	289	268	243	299	YIL128W
SRM1	251	520	487	431	443	491	YGL097W
YLR224W	316	774	709	538	518	675	YLR224W
YLR271W	377	754	746	507	475	654	YLR271W
YGR168C	122	249	217	163	138	195	YGR168C
RPN8	1671	3278	3002	2450	2384	2833	YOR261C
YIR042C	79	152	168	24	20	55	YIR042C
AVT7	1432	2720	2609	1596	1624	2067	YIL088C
SPO74	6	8	15	14	16	7	YGL170C
COQ2	91	190	168	179	160	168	YNR041C
ATX1	116	241	233	237	185	198	YNL259C
CUE4	62	148	152	129	117	172	YML101C
YLR466C-B	10	11	10	9	10	9	YLR466C-B
ADF1	0	0	0	0	0	0	YCL058W-A
OCA1	276	513	532	376	324	488	YNL099C
UFD1	300	640	575	502	436	546	YGR048W
YKR096W	811	1662	1637	983	983	1309	YKR096W
UBA2	337	684	646	406	416	495	YDR390C
IRC6	171	345	318	219	249	301	YFR043C
AIM17	6587	13516	12761	11062	11108	14477	YHL021C
ACO1	3020	7225	5937	4389	4275	5381	YLR304C
SNX3	171	394	356	298	301	339	YOR357C
YGR153W	35	70	80	36	38	40	YGR153W
IRC5	267	555	547	255	289	344	YFR038W
CYC2	185	411	389	256	248	357	YOR037W
EDC1	192	432	372	376	406	561	YGL222C
ARP1	60	121	130	81	83	95	YHR129C
YBR255C-A	225	484	441	263	260	348	YBR255C-A
TIM21	333	776	715	559	563	709	YGR033C
MGM101	223	541	449	499	488	572	YJR144W
ATP15	1005	2149	1928	2095	1957	2311	YPL271W
FIT3	542	1293	1003	1303	2080	855	YOR383C
EAR1	375	998	865	764	824	1039	YMR171C
TAF2	267	470	459	353	424	462	YCR042C
RRP43	228	592	572	397	381	431	YCR035C
VTC3	404	969	822	751	700	927	YPL019C
RPS0B	1962	4264	3951	3518	3214	4515	YLR048W
YMR259C	124	258	298	184	152	182	YMR259C
TRM7	85	200	234	135	131	164	YBR061C
PNO1	212	436	426	240	243	278	YOR145C
YCL019W	0	0	1	0	0	0	YCL019W
APL3	254	553	585	356	394	413	YBL037W
RPC82	76	182	188	110	112	108	YPR190C
ADE2	678	1580	1471	1362	1700	1222	YOR128C
YOR262W	279	584	572	255	231	286	YOR262W
STP4	850	2030	1555	1667	1855	2526	YDL048C
HAT2	469	943	873	732	791	957	YEL056W
SPS18	46	94	72	45	44	77	YNL204C
SPC3	332	621	632	637	549	693	YLR066W
FMP23	458	937	922	480	482	604	YBR047W
TOF1	29	56	61	45	32	53	YNL273W
SFL1	123	234	245	138	166	220	YOR140W
YMR010W	133	307	260	273	290	289	YMR010W
RPL20A	2403	5198	4868	3922	3564	4955	YOR312C
COX16	191	344	360	259	250	320	YJL003W
RPS21A	1054	2203	2223	1942	1628	2302	YKR057W
PET54	92	188	206	142	134	165	YGR222W
DDP1	348	797	728	635	569	745	YOR163W
IOC4	298	645	637	682	657	871	YMR044W
YJL077W-B	30	66	67	28	26	43	YJL077W-B
AIM32	138	297	276	188	213	242	YML050W
TKL1	869	2013	1856	1814	2018	2153	YPR074C
YDR239C	224	467	428	221	236	303	YDR239C
THI3	210	490	450	300	342	401	YDL080C
TUB1	689	1407	1286	1625	1479	1771	YML085C
YFL068W	0	0	0	0	0	0	YLL067W-A
PFS1	1	1	1	3	1	4	YHR185C
AMD2	247	512	519	269	271	396	YDR242W
CBF5	666	1368	1378	1245	1115	1464	YLR175W
TIF2	1299	2920	2646	2450	2290	2756	YJL138C
SSA4	817	1659	1370	3187	3306	4918	YER103W
RRN7	31	45	61	29	34	47	YJL025W
YMR262W	226	522	431	345	341	454	YMR262W
ACS2	1156	2818	2644	1346	1459	1900	YLR153C
ILS1	979	2300	2130	1826	1778	2181	YBL076C
PCL10	408	828	800	446	471	602	YGL134W
DCN1	103	236	216	176	166	182	YLR128W
BET3	339	690	664	418	400	518	YKR068C
YJR027W	83	187	184	103	107	108	YJR027W
SUP45	995	2159	1960	1956	1840	2118	YBR143C
SSS1	608	1231	1106	1104	1017	1102	YDR086C
COA3	270	568	519	507	477	557	YJL062W-A
UBP16	53	134	106	82	68	69	YPL072W
LCB3	176	361	316	302	287	298	YJL134W
FMP33	259	553	486	570	598	662	YJL161W
UTP6	30	76	92	42	41	44	YDR449C
RPS22B	445	952	823	1054	876	1227	YLR367W
MTR2	243	530	481	462	474	513	YKL186C
SEC11	376	730	646	544	570	608	YIR022W
UTH1	5152	12128	12058	5970	6899	9909	YKR042W
CRD1	311	627	544	539	544	640	YDL142C
SOV1	184	406	348	313	292	370	YMR066W
STB4	411	939	930	395	405	497	YMR019W
DSD1	381	891	737	696	713	850	YGL196W
CBP1	102	214	171	172	173	171	YJL209W
AKR1	1023	2277	2034	1212	1256	1506	YDR264C
YNL035C	139	387	348	187	229	285	YNL035C
PRC1	3746	8596	7374	7256	7078	8343	YMR297W
SSP120	991	1979	1856	1549	1481	1778	YLR250W
DUG2	96	236	210	113	137	189	YBR281C
ERS1	93	191	166	253	204	251	YCR075C
SLX9	117	216	281	135	119	184	YGR081C
FUS3	245	561	543	278	331	419	YBL016W
INO80	606	1313	1160	854	913	1227	YGL150C
CIN1	99	236	218	94	104	135	YOR349W
PUS4	95	191	199	163	135	194	YNL292W
YCL057C-A	547	1167	1134	1038	1023	1296	YCL057C-A
BIT2	119	242	194	163	131	161	YBR270C
PMT2	379	883	819	952	1059	1135	YAL023C
RSF2	348	844	662	956	852	915	YJR127C
RTS1	841	1803	1824	1659	1754	2205	YOR014W
ECM19	121	275	230	252	241	322	YLR390W
YLR345W	1372	2687	2524	2115	2145	2724	YLR345W
RPL6B	355	804	675	712	586	779	YLR448W
TFB1	207	437	416	325	309	387	YDR311W
GVP36	935	2012	1847	1417	1438	1722	YIL041W
TRS31	129	246	239	212	192	258	YDR472W
YNR062C	24	40	48	39	38	43	YNR062C
YNL155W	391	811	736	607	640	793	YNL155W
YAL018C	1	6	5	9	5	2	YAL018C
AIM37	906	1834	1716	1637	1578	2100	YNL100W
YBP1	285	664	653	524	512	667	YBR216C
NDD1	239	505	508	351	421	618	YOR372C
RVS161	903	1879	1724	1830	1678	2026	YCR009C
GGA2	342	796	725	688	752	880	YHR108W
RPS11A	1535	3211	3060	2110	1968	2914	YDR025W
KTI11	42	85	69	34	36	38	YBL071W-A
SWD1	138	263	261	231	222	251	YAR003W
TAF9	441	798	841	549	519	717	YMR236W
RGA1	207	457	458	347	378	390	YOR127W
PLB3	286	607	617	385	424	716	YOL011W
ECM7	174	337	366	226	270	261	YLR443W
PUF3	188	426	344	311	272	354	YLL013C
PSF1	48	120	90	103	90	133	YDR013W
ECM12	4	8	7	8	7	6	YHR021W-A
HSE1	337	769	743	544	597	797	YHL002W
VIP1	484	1088	1004	654	701	800	YLR410W
PCF11	145	343	313	198	195	254	YDR228C
FMP52	853	1804	1747	1186	1144	1544	YER004W
LSC1	1514	3266	2992	2933	2865	3328	YOR142W
FCJ1	555	1235	1055	1788	1684	1892	YKR016W
PRP19	161	349	349	298	271	328	YLL036C
ARP2	1328	2810	2527	2832	2685	2896	YDL029W
YDR210W-A	0	0	0	0	0	0	YDR210W-A
YDR210W-B	5	17	16	10	9	19	YDR210W-B
SMF3	626	1475	1513	706	705	913	YLR034C
EMP70	242	577	532	397	381	491	YLR083C
VMA10	943	2020	1858	1860	1603	1891	YHR039C-A
YDL121C	307	558	517	335	300	442	YDL121C
YMR085W	271	590	521	302	276	341	YMR085W
YHR219W	0	3	3	1	2	1	YHR219W
YBR182C-A	1	2	4	2	2	3	YBR182C-A
ROX1	231	496	553	402	444	592	YPR065W
SER1	1828	4018	3745	1777	1812	2053	YOR184W
RPT2	1416	3045	2858	2221	2282	2725	YDL007W
YHR022C-A	1	4	1	3	3	6	YHR022C-A
YMR210W	382	635	613	680	661	847	YMR210W
SPG3	59	123	89	86	83	113	YDR504C
YGR067C	822	1735	1792	787	584	1167	YGR067C
PET123	425	899	766	632	586	755	YOR158W
YME1	678	1431	1410	1180	1237	1608	YPR024W
MZM1	114	240	228	149	173	167	YDR493W
YAP1802	285	582	526	473	512	712	YGR241C
YGL036W	647	1302	1286	922	1004	1235	YGL036W
YPL247C	1040	2414	2138	1981	2403	3184	YPL247C
DGA1	500	1054	958	711	690	836	YOR245C
MRP49	224	471	415	347	333	429	YKL167C
YBL095W	51	94	96	74	76	94	YBL095W
SRP14	330	662	574	585	543	634	YDL092W
RRP9	22	68	83	64	67	48	YPR137W
YMR027W	1095	2252	2048	1518	1488	1865	YMR027W
